date,actual_return,dir_prob,clf_signal_basic,clf_signal_atr,atr_active,strategy_return_basic,strategy_return_atr,cum_basic,cum_atr,cum_hold
2024-05-01,-0.004597165828774006,0.4840278923511505,-1.0,-1.0,1.0,0.004597165828774006,0.004597165828774006,0.036057612816712936,0.007094951328280086,-0.03677612796280505
2024-05-02,0.005143796890728481,0.4885200262069702,-1.0,-1.0,1.0,-0.005143796890728481,-0.005143796890728481,0.030728342889290605,0.0019146594489691804,-0.03182150000474471
2024-05-03,0.0010728188714235368,0.495410293340683,-1.0,0.0,1.0,-0.0010728188714235368,0.0,0.029622558071727978,0.0019146594489691804,-0.030782819839043296
2024-05-06,0.0023316917706926814,0.4989597499370575,-1.0,0.0,1.0,-0.0023316917706926814,0.0,0.027221795626152456,0.0019146594489691804,-0.028522904116048076
2024-05-07,0.0008717944924890549,0.5006219148635864,1.0,0.0,1.0,0.0008717944924890549,0.0,0.028117321930144046,0.0019146594489691804,-0.02767597573427727
2024-05-08,-0.0015815538797213848,0.5007620453834534,1.0,0.0,1.0,-0.0015815538797213848,-0.0,0.026491298990836798,0.0019146594489691804,-0.029213758567200987
2024-05-09,-0.0003331609149222311,0.49674004316329956,-1.0,0.0,0.0,0.0003331609149222311,-0.0,0.02683328577116817,0.0019146594489691804,-0.029537186599590592
2024-05-10,0.003552685995199825,0.4950394630432129,-1.0,0.0,1.0,-0.003552685995199825,0.0,0.023185269537403963,0.0019146594489691804,-0.026089436953560807
2024-05-13,-0.0013687557229370368,0.49612098932266235,-1.0,0.0,1.0,0.0013687557229370368,-0.0,0.02458576023070802,0.0019146594489691804,-0.02742248261035951
2024-05-14,0.0021457068323342014,0.49469566345214844,-1.0,0.0,0.0,-0.0021457068323342014,0.0,0.022387299564668783,0.0019146594489691804,-0.02533561638632187
2024-05-15,0.0019447012704893634,0.48976895213127136,-1.0,-1.0,1.0,-0.0019447012704893634,-0.0019447012704893634,0.02039906168427308,-3.37652621832385e-05,-0.02344018532120762
2024-05-16,0.006934418446712236,0.4884485602378845,-1.0,-1.0,1.0,-0.006934418446712236,-0.006934418446712236,0.013323187607921838,-0.006967949566438536,-0.016668310927981156
2024-05-17,-0.0020233852741519107,0.48957595229148865,-1.0,-1.0,1.0,0.0020233852741519107,0.0020233852741519107,0.0153735308236842,-0.0049586631388305324,-0.018657969787256423
2024-05-20,0.0007065954020106566,0.4938296973705292,-1.0,-1.0,1.0,-0.0007065954020106566,-0.0007065954020106566,0.014656072555480737,-0.005661754772267158,-0.01796455802090824
2024-05-21,-0.0013476122728719713,0.49405592679977417,-1.0,-1.0,1.0,0.0013476122728719713,0.0013476122728719713,0.01602343553160046,-0.004321772349612285,-0.01928796103491448
2024-05-22,-0.0005211701182829347,0.4915482997894287,-1.0,0.0,0.0,0.0005211701182829347,-0.0,0.016552956585674794,-0.004321772349612285,-0.01979907884426335
2024-05-23,-0.0027643117547025264,0.48909977078437805,-1.0,0.0,0.0,0.0027643117547025264,-0.0,0.01936302587284211,-0.004321772349612285,-0.022508659772584316
2024-05-24,-0.00115750095218525,0.4891470670700073,-1.0,0.0,0.0,0.00115750095218525,-0.0,0.020542939545912242,-0.004321772349612285,-0.02364010692965035
2024-05-27,0.003227302320858273,0.49177780747413635,-1.0,-1.0,1.0,-0.003227302320858273,-0.003227302320858273,0.017249338948580162,-0.007535127004536513,-0.020489098380751525
2024-05-28,0.0013134725606132052,0.4945065975189209,-1.0,0.0,0.0,-0.0013134725606132052,0.0,0.015913209854569343,-0.007535127004536513,-0.0192025376886531
2024-05-29,-0.0009228747019577188,0.49555808305740356,-1.0,0.0,1.0,0.0009228747019577188,-0.0,0.01685077045532868,-0.007535127004536513,-0.02010769085436459
2024-05-30,-0.004622998667696261,0.4986286461353302,-1.0,0.0,1.0,0.004622998667696261,-0.0,0.021551670212389462,-0.007535127004536513,-0.024637731694030607
